Date,Close/Last,Volume,Open,High,Low
08/11/2021,297,1599125,302.36,304.99,292.6
08/10/2021,296.95,1893860,308.82,310.2,295.87
08/09/2021,307.14,2447436,303.23,311.43,298.42
08/06/2021,302.72,2683433,304.99,304.99,296.4997
08/05/2021,304,4667449,291.91,307.49,291.91
08/04/2021,293.51,2653008,284.898,293.97,283.92
08/03/2021,282.97,1445991,282.24,283.2464,277.235
08/02/2021,281.29,1683254,279.795,286.5229,276.41
07/30/2021,276.16,2288766,278.69,285.98,273.11
07/29/2021,285.01,2419534,283.02,289.44,281
07/28/2021,275.54,4302518,274,276.38,264.97
07/27/2021,270.92,7949047,276.39,280.3,255.7505
07/26/2021,289.72,2393269,294.68,295.38,284.82
07/23/2021,297.67,2668331,294.07,300,292.09
07/22/2021,293.79,1914950,293.66,298.46,290.16
07/21/2021,293.92,2830896,278.84,295.5,277.19
07/20/2021,279.64,1946925,275.99,282.6,270.74
07/19/2021,272.84,1842740,260.13,274.67,260
07/16/2021,267.6,1517900,271.37,271.87,264.52
07/15/2021,268.83,2111629,272.2,276.84,264.96
07/14/2021,275.58,1910666,285,288.425,274.22
07/13/2021,280.94,2129572,278.73,286.6,276.24
07/12/2021,275.86,1098893,277.92,281.45,272.6
07/09/2021,275.7,1969850,268.38,278.1199,267.92
07/08/2021,267,3079904,254.81,268.58,253.03
07/07/2021,267.86,2792034,276.25,277.2,264.36
07/06/2021,275.68,2522850,275,279.23,271.56
07/02/2021,273.7,1874274,273.91,279.65,273.01
07/01/2021,272.31,2946521,274.6,278.98,269.77
06/30/2021,274.6,4929487,288.02,289.98,274.44
06/29/2021,287.19,3092238,282,287.39,276.5086
06/28/2021,281.12,2475161,284.54,287.81,281.12
06/25/2021,283.35,3565583,290.01,292.65,282.85
06/24/2021,289.42,4060579,285.72,297.75,284.05
06/23/2021,280.88,2797136,283.5,286,279.66
06/22/2021,280.87,1666807,281,282.8,276.02
06/21/2021,281.06,1721593,279.03,281.8,272.94
06/18/2021,282.49,2529882,284.6,286.6,280
06/17/2021,283.24,4189444,273.19,285.39,273
06/16/2021,274.78,2350641,270.67,276.94,269.1301
06/15/2021,271.19,2872249,280,280,264.37
06/14/2021,277.07,2800960,278.88,282.76,275.14
06/11/2021,277.69,3048512,272,278.52,270.18
06/10/2021,271.12,3428938,268.5,272.5,266.21
06/09/2021,263.08,2201879,265,269.73,262.226
06/08/2021,264.1,3611194,260,270,256.88
06/07/2021,257.32,1987862,256.38,258,253.2
06/04/2021,256.82,1953388,252,260.525,251.6
06/03/2021,249.6,2181384,256.16,257.645,248.605
06/02/2021,258.35,1507162,256.53,261.97,255.84
06/01/2021,257.54,2934427,257.7,262.89,253.0428
05/28/2021,253.24,3174800,255.51,261.34,252.01
05/27/2021,260.62,6828974,247.99,261.5,241.45
05/26/2021,246.23,1988463,251.8,254.27,245.89
05/25/2021,249.54,2027101,256.73,258,249.3
05/24/2021,254,4251224,249.5,259.07,249.5
05/21/2021,246.33,4539856,246.15,250.25,242.5001
05/20/2021,246.15,6234743,230.74,246.75,230.59
05/19/2021,226.66,3922691,219.5,226.68,218.32
05/18/2021,228,9603726,206.75,228.11,203.96
05/17/2021,218.84,3793594,216.74,221.78,213.93
05/14/2021,216.69,3488013,207.32,218.2751,207.32
05/13/2021,202.34,5779502,217.01,217.79,200
05/12/2021,213.42,4473651,223.38,224.86,213.37
05/11/2021,228.77,5050581,212.69,229.8115,212.55
05/10/2021,222.55,6593106,234.99,234.99,220.665
05/07/2021,240.28,2281404,242.99,248.79,238.02
05/06/2021,238.25,4643753,243,245.38,234.2
05/05/2021,244.9,1586964,245.72,250.82,242.68
05/04/2021,243.48,4445149,248.99,250.66,236.5
05/03/2021,254.62,2141464,256,259.71,252.72
04/30/2021,252.54,2011542,255.01,259.25,252.1
04/29/2021,256.83,2448670,269.98,270,255.23
04/28/2021,265.67,1841784,268.53,270.47,263.64
04/27/2021,267.14,2829161,272,278,267.12
04/26/2021,272.01,3885669,259.85,272.24,258
04/23/2021,258.59,2704924,250,259.205,249.29
04/22/2021,246.49,2989041,245,251.83,243.24
04/21/2021,241.09,2212265,230.43,242.9,228.22
04/20/2021,236.44,3748950,252.9,252.9,232.25
04/19/2021,250,4399759,249.29,261.55,247.55
04/16/2021,252.42,1925624,254.18,254.26,247.1788
04/15/2021,250.1,3953141,248.23,254.37,245.13
04/14/2021,245.56,2776608,247.39,251.93,242.88
04/13/2021,244.2,2186381,245,250.5,239.4
04/12/2021,245.34,2915331,247.81,250.35,240.82
04/09/2021,250.93,2657633,253.03,253.325,248.65
04/08/2021,253.11,3912885,250,258.6,249.23
04/07/2021,245.22,3714231,243,249.76,242.02
04/06/2021,247.03,4752549,237,250.325,235.2
04/05/2021,234.9,2373655,239.51,240.49,230.53
04/01/2021,236.45,4868512,228.5,240,228.21
03/31/2021,223.23,4872453,218,228.08,217.42
03/30/2021,214.35,5073205,203,217.5,199.78
03/29/2021,204.25,4326348,208.73,210,199.87
03/26/2021,209.24,5269972,205.2,213.2,201.61
03/25/2021,202.61,6522038,190,204.63,189.61
03/24/2021,197.5,8021668,218,218.01,196.702
03/23/2021,216.64,3149430,220,223.25,214.6
03/22/2021,217.84,3131974,218.39,222.46,215.03
03/19/2021,214.9,3432953,211.74,218.46,209
03/18/2021,211.26,5062882,216.45,218.98,209.565
03/17/2021,224.35,6356796,226.9,229.7,214.5
03/16/2021,233.46,3751404,234.68,242.38,228.7901
03/15/2021,231.34,3418867,227.5,231.45,223.5
03/12/2021,234.99,4015374,230,235.17,222.08
03/11/2021,236.79,6173550,230.55,239.5,226
03/10/2021,217.21,6311391,226,232.9,214.9102
03/09/2021,228.47,5949896,222.99,229.99,216.09
03/08/2021,206.05,8293290,227.21,231.6,204.83
03/05/2021,229.76,9360519,228.67,231.29,209.2301
03/04/2021,229.68,11574600,239.62,246.6741,218.44
03/03/2021,251.28,5080426,259.36,260.41,246.5
03/02/2021,250,7843057,270,276.02,246.25
03/01/2021,248.51,4083036,250.75,252.47,244.71
02/26/2021,235.69,4502564,235.91,242.85,225
02/25/2021,235.35,4754732,248,250.8,232.0662
02/24/2021,248.04,4219178,253.11,254,240.64
02/23/2021,251.81,7832162,240.36,255.9499,229.27
02/22/2021,252.96,6113959,272.77,273.01,250.93
02/19/2021,280,3561234,271.83,280.64,270.88
02/18/2021,267.5,3309424,263.87,268.13,255.15
02/17/2021,268.22,3655770,275.11,275.96,264.51
02/16/2021,278.14,3052882,281.92,285,275.25
02/12/2021,276.12,2604675,270.37,277.38,268.78
02/11/2021,274.63,2404797,273,277.5,268.265
02/10/2021,270.97,4306572,277.09,281.77,265.2
02/09/2021,274.66,3978414,266.1,278.3499,266.01
02/08/2021,263.46,3687350,258.69,269.14,258.31
02/05/2021,256.76,3637720,244,258.64,242.3937
02/04/2021,243.96,2435698,244.29,245.71,237.32
02/03/2021,243.54,3816463,244.77,246.33,239.7042
02/02/2021,238.54,3377945,235.92,241.78,231
02/01/2021,233.53,4397109,222.97,236.98,222.97
01/29/2021,216.71,3419572,218.06,221.61,211.25
01/28/2021,219.78,5835048,210,228.41,209.3
01/27/2021,205.78,6372982,212.265,223.1728,203.06
01/26/2021,217.22,3869562,230,232.33,215.81
01/25/2021,228.68,4295183,240,240.44,226.14
01/22/2021,236.49,2043125,232.61,236.79,230.2501
01/21/2021,233.96,1647981,233.38,237,232
01/20/2021,233.15,2152465,238.2,238.42,232.08
01/19/2021,231.64,2515838,232.45,234.5,226.05
01/15/2021,226.05,2346791,230.88,233.48,222.08
01/14/2021,229.66,3890519,230.88,237.27,227.647
01/13/2021,226.78,5065769,223.61,229.98,220.88
01/12/2021,218.48,5474214,214.38,218.57,212.4
01/11/2021,209.06,2553898,209,213.35,206.89
01/08/2021,210.16,4604433,205.94,213.6,202.43
01/07/2021,203.94,3392005,198.02,205.34,197.89
01/06/2021,194.37,3224764,201.58,204.12,193.91
01/05/2021,202.93,3297520,198.1,204.09,195.09
01/04/2021,196.06,4332655,200.75,203.11,191.87
12/31/2020,199.05,3775330,196.74,199.12,194.5286
12/30/2020,196.75,2526256,190,197.5933,186.6796
12/29/2020,188.35,3111946,185.09,190.87,183.31
12/28/2020,180.28,5843139,193.25,194.5,178.8
12/24/2020,193.18,1132200,194.54,197.3,191.8
12/23/2020,195.07,1878640,199.74,200.335,194.36
12/22/2020,200.65,2245840,198.5,202.4123,196.5125
12/21/2020,196.9,3157735,197,201.5,192.85
12/18/2020,200.35,2633185,198.96,200.85,196.6
12/17/2020,198.05,2842472,195.46,198.445,194.03
12/16/2020,192.99,3706806,189.67,196.44,188.375
12/15/2020,188.09,3005247,191.5,191.7499,186
12/14/2020,190.26,2889620,195,195.68,189.06
12/11/2020,193.38,6945671,194.3,195.9,190.25
12/10/2020,198.95,3969018,194.92,201.7,194.04
12/09/2020,202.68,3627568,208.55,212.33,200.4
